ID	tt_tram	tt_metro	tt_bus	tc_tram	tc_metro	tc_bus	hw_tram	hw_metro	hw_bus	choice
567	30	20	45	2	3	1	9	7	12	2
568	25	20	25	2.5	2	1	12	7	12	2
569	25	20	45	2	3	1	12	5	12	2
570	25	15	40	2	4.5	1.5	9	5	12	2
571	30	20	25	2	4.5	1.5	9	7	12	2
572	25	20	45	2.5	3	1	12	12	12	1
573	25	15	45	1.5	3	1.5	7	12	15	1
574	30	15	40	2.5	3	1.5	9	5	12	2
575	25	20	40	2.5	3	1	9	7	12	2
576	25	15	25	2	3	1	12	7	12	2
577	25	10	25	1.5	2	1.5	9	5	12	2
578	25	10	40	2.5	2	1	12	5	10	2
579	25	15	40	1.5	3	1	9	12	12	1
580	25	15	25	1.5	2	1.5	12	7	15	2
581	25	15	40	1.5	3	0.5	7	5	12	2
582	25	15	45	2	3	1	12	7	10	2
583	25	15	40	2.5	3	1	9	7	12	2
584	30	20	40	2.5	2	1.5	12	12	12	1
585	25	15	45	2.5	2	1	12	7	10	2
586	15	20	40	2.5	4.5	1	9	5	12	2
587	30	15	40	2.5	2	1.5	9	7	12	2
588	25	20	45	2.5	2	1	12	7	12	2
589	15	20	45	2	2	1	9	5	15	2
590	25	10	40	2.5	2	1	9	12	15	1
591	25	20	25	2	3	0.5	7	7	15	2
592	25	15	40	2	3	1.5	7	5	12	1
593	15	20	40	2	2	1	9	7	15	2
594	25	20	40	2	4.5	1	12	7	10	2
595	30	15	40	1.5	4.5	0.5	12	7	12	2
596	25	10	45	2	2	1	9	5	15	2
597	25	10	40	2	3	1.5	9	5	12	2
598	25	10	45	2	3	0.5	7	5	15	2
599	25	15	40	1.5	4.5	0.5	9	5	12	2
600	30	15	40	2	4.5	1.5	9	7	12	1
601	15	10	40	2	3	1.5	9	7	10	2
602	30	15	25	2.5	3	1.5	12	5	15	2
603	25	15	25	1.5	3	1.5	9	7	12	2
604	25	10	40	2	3	1	7	7	12	1
605	25	10	40	2.5	2	1.5	9	7	12	2
606	30	15	45	2	3	1	9	7	10	2
607	25	10	40	2	3	1	9	12	12	2
608	30	15	40	2	2	1	12	5	10	2
609	15	10	45	1.5	2	0.5	9	7	12	2
610	30	10	25	2	3	0.5	9	7	12	2
611	25	15	40	2.5	3	0.5	9	12	12	1
612	15	10	25	1.5	3	1	9	7	15	1
613	25	10	25	2	4.5	0.5	12	12	10	3
614	25	15	40	2	3	1.5	9	5	12	2
615	25	10	40	2	2	1	12	12	12	2
616	15	10	40	1.5	2	1.5	9	5	12	2
617	15	20	45	2	2	1.5	12	7	15	2
618	15	20	40	2	3	1.5	9	12	15	1
619	25	10	40	2	2	1	9	12	12	1
620	25	15	40	2.5	2	1	7	12	12	1
621	25	20	40	2.5	4.5	1	9	7	12	2
622	25	15	25	1.5	3	1	7	7	15	1
623	30	15	25	1.5	3	1.5	12	5	12	2
624	30	15	40	2	2	1	9	7	12	2
625	15	10	40	1.5	3	1.5	9	7	10	2
626	30	15	25	1.5	3	1	12	5	15	2
627	25	15	25	2.5	3	1.5	9	7	10	2
628	30	15	45	2.5	2	1.5	9	12	12	1
629	25	15	25	1.5	3	1.5	12	7	10	2
630	25	15	40	2	2	1	7	7	15	2
631	25	15	40	2.5	3	1.5	9	7	10	2
632	25	10	25	2	3	1.5	12	12	12	1
633	25	20	40	1.5	4.5	1	9	7	12	2
634	25	10	40	1.5	2	1	12	5	10	2
635	30	15	25	2.5	2	1.5	9	12	15	2
636	25	15	40	2.5	3	1.5	7	7	12	1
637	25	15	45	2	2	1	9	5	12	2
638	15	15	25	2	3	0.5	12	12	15	1
639	30	10	40	2	2	1.5	12	12	12	3
640	25	15	25	2	2	0.5	9	7	10	1
641	25	20	45	1.5	2	1	7	5	15	2
642	15	15	25	1.5	3	1.5	7	12	12	1
643	30	15	40	2.5	3	1	7	12	15	1
644	25	15	45	2.5	2	1	7	12	10	1
645	30	15	40	2.5	3	1	7	12	12	1
646	25	10	40	2.5	3	1.5	12	12	15	2
647	25	10	25	2	3	0.5	7	12	15	1
648	25	15	45	1.5	3	0.5	12	7	15	2
649	15	15	45	1.5	3	1	12	5	12	2
650	25	10	40	1.5	3	1	9	7	10	2
651	25	15	40	2.5	3	1.5	12	5	10	2
652	30	15	40	1.5	3	1	9	7	12	2
653	30	15	25	2	2	1.5	9	7	12	2
654	30	15	40	2.5	2	0.5	12	7	15	2
655	25	15	40	2.5	4.5	1.5	9	5	12	2
656	30	20	40	2	3	1	12	7	10	2
657	25	20	40	2	2	1	9	12	15	1
658	30	10	40	1.5	2	1.5	7	7	12	2
659	25	15	25	2	3	0.5	9	5	15	2
660	30	20	25	2	2	1	12	7	12	2
661	15	20	45	2	3	0.5	9	5	15	2
662	25	15	25	2	4.5	1	9	12	15	1
663	25	15	25	2.5	4.5	1.5	7	5	12	2
664	25	10	25	2.5	3	1	9	5	10	2
665	30	10	40	2	3	1	9	5	15	2
666	15	10	40	2.5	3	0.5	12	7	15	2
667	25	15	25	2.5	3	1	9	5	15	2
668	30	10	40	1.5	2	1	9	7	15	2
669	30	10	40	2	4.5	1.5	7	12	15	1
670	25	15	40	2.5	2	1	9	5	15	2
671	25	10	45	2.5	3	0.5	9	12	10	3
672	30	15	45	1.5	3	1	12	5	10	2
673	30	15	45	2.5	3	0.5	9	5	10	2
674	25	20	45	1.5	4.5	1	7	12	15	1
675	25	15	40	2.5	3	0.5	7	7	15	2
676	30	15	40	2.5	3	1	9	7	12	2
677	30	15	25	2	2	1	9	7	10	2
678	15	15	25	2	2	1	12	5	12	2
679	30	15	45	2	2	1.5	9	5	12	2
680	25	15	40	2.5	3	0.5	9	5	12	2
681	15	20	40	2	3	1	12	7	12	2
682	25	15	25	2	4.5	1	9	7	12	2
683	30	10	25	1.5	2	1.5	12	5	12	2
684	30	10	40	1.5	3	1.5	7	12	12	1
685	25	20	40	1.5	2	1	7	5	10	2
686	30	20	40	2	2	1.5	7	7	12	2
687	15	15	40	2	3	1	7	12	12	1
688	15	15	45	2.5	2	1	7	5	12	2
689	15	15	40	1.5	2	0.5	9	7	12	2
690	25	20	45	2.5	3	1	9	7	12	2
691	25	15	45	2	2	1	9	5	12	2
692	15	15	45	2.5	3	1.5	9	7	15	2
693	25	15	40	2.5	4.5	0.5	7	7	12	1
694	25	15	40	2	4.5	1	9	7	12	2
695	25	15	40	1.5	3	1.5	9	12	12	1
696	15	20	25	2	4.5	1	12	7	15	2
697	15	15	45	2	3	1.5	9	5	10	2
698	30	15	45	1.5	3	0.5	7	7	10	1
699	30	10	40	2	3	1.5	7	7	10	2
700	25	20	45	2.5	4.5	1.5	12	5	15	2
701	30	15	25	2	4.5	0.5	7	5	12	2
702	25	15	40	2	3	0.5	9	5	15	2
703	30	20	40	1.5	2	1	9	12	12	2
704	30	20	25	2	4.5	1.5	9	7	15	1
705	30	15	40	2	4.5	1.5	12	12	12	2
706	25	15	25	1.5	2	0.5	12	5	12	2
707	25	20	40	2	4.5	1	12	7	15	2
708	25	15	40	2	4.5	0.5	9	7	15	1
709	30	20	25	2.5	3	1	9	12	12	1
710	30	15	40	2	3	1	12	12	12	2
711	30	15	45	1.5	2	1	9	12	10	2
712	15	10	40	2.5	4.5	1	12	7	10	2
713	15	20	40	1.5	2	1	9	7	12	2
714	15	20	40	2	3	1.5	9	7	12	2
715	15	10	45	2	2	1	9	12	12	1
716	25	15	25	2	3	1	7	5	12	2
717	15	15	25	2	4.5	1.5	9	5	15	2
718	25	15	40	2	4.5	1.5	12	12	10	3
719	25	10	40	2.5	2	0.5	9	5	12	2
720	25	15	45	2.5	3	1	12	7	12	2
721	25	15	45	2.5	4.5	0.5	9	5	10	2
722	25	10	40	2.5	3	0.5	9	5	12	2
723	25	15	25	2.5	3	1	7	7	12	2
724	15	15	25	2	4.5	1	12	12	12	1
725	25	20	40	2	2	1	7	7	12	2
726	15	20	40	2	3	1	9	5	15	2
727	30	20	40	2.5	2	1	12	5	12	2
728	25	15	45	2.5	3	1	12	12	15	1
729	25	20	45	2	4.5	1	9	5	10	2
730	30	15	45	2	4.5	1	12	12	15	1
731	15	15	40	2.5	2	1	12	5	15	2
732	25	20	25	1.5	3	1.5	9	7	10	2
733	25	10	25	2	3	1	12	5	15	2
734	25	20	40	2	2	1	7	5	15	2
735	30	15	40	2.5	4.5	1	9	5	15	2
736	30	20	45	2.5	4.5	1	12	7	12	2
737	25	15	40	2	3	1	12	5	15	2
738	15	15	45	2	3	1	7	12	12	1
739	25	15	45	2	4.5	0.5	9	7	12	2
740	15	20	25	2.5	2	1	9	5	15	2
741	25	15	25	2.5	3	1	9	12	12	1
742	15	10	40	2	2	0.5	9	12	10	1
743	15	10	40	1.5	2	0.5	7	7	12	2
744	30	15	45	2.5	4.5	1	7	7	12	1
745	25	15	25	2	2	0.5	9	7	10	2
746	15	15	40	2.5	4.5	1	9	5	12	2
747	25	20	40	2	4.5	1	12	5	10	2
748	15	15	25	2	4.5	1.5	9	7	12	1
749	15	10	25	1.5	3	0.5	9	7	10	2
750	30	10	40	2	4.5	1	7	5	10	2
751	25	20	40	1.5	3	0.5	12	7	12	2
752	30	15	40	1.5	2	0.5	7	7	12	1
753	25	15	25	2.5	3	1	7	5	12	2
754	25	15	45	1.5	3	1	12	5	15	2
755	15	15	40	2	3	1	9	7	12	2
756	25	15	40	2	3	0.5	7	5	15	2
757	25	15	40	2	3	1	9	5	12	2
758	25	10	25	2	2	0.5	12	7	12	2
759	15	15	40	2	3	1	7	7	10	2
760	25	15	45	2	3	1.5	9	5	12	2
761	25	15	40	2	4.5	1	7	5	12	2
762	25	15	40	2	3	1.5	12	12	12	1
763	25	15	40	2	3	1.5	12	7	12	2
764	25	15	45	2.5	2	1.5	9	5	15	2
765	25	15	40	2	3	1.5	12	7	15	2
766	25	15	40	2.5	2	1.5	12	12	12	2
767	30	20	25	1.5	2	1	12	7	12	2
768	25	15	45	2.5	3	1.5	9	7	12	1
769	30	10	25	2	3	1	9	7	10	2
770	25	15	40	2	4.5	1	9	7	12	2
771	15	15	45	2.5	2	0.5	12	12	10	3
772	25	20	40	1.5	4.5	1	9	7	15	1
773	15	15	25	2	2	1.5	7	7	10	2
774	25	10	45	2.5	2	1	12	7	15	2
775	25	15	45	1.5	4.5	1	9	12	12	1
776	15	15	40	2	2	1	12	5	15	2
777	25	20	40	2	3	0.5	9	7	12	2
778	25	15	45	2	4.5	1	7	7	12	1
779	15	10	40	2	4.5	0.5	9	12	12	1
780	30	15	40	2	2	0.5	7	12	10	1
781	15	15	25	2	3	1	12	12	10	3
782	15	10	40	2	3	1.5	12	5	12	2
783	15	20	40	2	2	1	9	7	10	2
784	25	10	40	2	3	1	9	7	12	1
785	15	15	40	2	3	0.5	7	12	15	1
786	30	10	45	1.5	2	1	9	12	15	1
787	15	15	40	2	3	1.5	12	5	15	2
788	15	15	40	2	4.5	1	9	7	12	1
789	25	20	40	2	4.5	0.5	12	7	12	2
790	25	15	45	2	3	0.5	9	5	12	2
791	25	10	40	2	4.5	1	7	7	12	2
792	25	15	45	1.5	3	1	7	5	12	1
793	25	15	40	2	3	1	7	5	12	2
794	30	10	40	2	3	1	7	5	12	2
795	25	20	25	2	3	1	9	12	10	3
796	25	10	40	2	2	1	9	7	12	2
797	25	15	25	2.5	3	0.5	7	12	15	1
798	15	20	45	1.5	4.5	1	12	5	12	2
799	30	15	40	2	3	1	9	7	12	2
800	15	10	25	2	2	1	12	7	12	2
801	25	15	40	2	4.5	1	9	7	12	2
802	25	20	40	2.5	3	0.5	12	7	12	2
803	15	15	25	2.5	4.5	1	7	7	10	1
804	25	20	40	2	2	0.5	9	5	10	2
805	30	15	45	2.5	3	1	7	7	12	2
806	25	20	40	2.5	4.5	1	9	7	10	2
807	15	20	25	2	3	0.5	9	7	10	2
808	25	15	45	2.5	3	1	7	7	10	1
809	15	15	40	2.5	2	1	7	7	15	2
810	30	10	40	1.5	3	1	7	12	12	1
811	25	10	25	2.5	2	1	9	5	12	2
812	30	20	40	2	4.5	1	9	12	12	1
813	30	15	40	1.5	4.5	0.5	7	7	12	1
814	25	20	40	2.5	3	1.5	9	5	15	2
815	25	15	40	2	4.5	1	7	7	10	2
816	15	10	40	2	3	1	9	7	15	1
817	15	10	40	2	3	1	9	7	12	2
818	25	15	40	2	2	1	12	7	15	2
819	30	15	25	2	3	1.5	7	7	12	2
820	30	15	40	1.5	3	1	12	12	10	2
821	25	15	25	2.5	3	1	7	12	10	1
822	25	10	45	2	3	0.5	9	7	15	2
823	30	15	40	1.5	3	0.5	9	5	10	2
824	25	15	25	2.5	4.5	1	9	5	12	2
825	25	15	45	2	2	1.5	12	7	10	2
826	15	15	40	2	3	1.5	9	5	12	2
827	25	20	25	2.5	4.5	1	9	12	12	1
828	15	20	25	2.5	3	1	7	7	12	1
829	15	10	25	1.5	3	1.5	7	12	12	1
830	15	15	25	1.5	2	1	7	12	10	1
831	30	15	45	2	2	1.5	9	7	12	2
832	30	15	40	1.5	3	0.5	7	12	12	1
833	25	15	25	1.5	3	1	12	7	15	2
834	15	10	40	2.5	3	1.5	12	7	10	2
835	25	20	45	2	4.5	1	9	12	15	1
836	15	20	45	1.5	2	1	9	7	12	1
837	25	10	40	2.5	3	0.5	9	5	15	2
838	30	15	40	2.5	2	0.5	12	12	10	3
839	25	20	40	1.5	4.5	1	12	12	12	3
840	25	10	45	1.5	3	0.5	9	7	15	2
841	25	15	45	2.5	2	1	7	5	15	2
842	30	10	40	1.5	4.5	1	9	7	12	2
843	30	15	45	2.5	3	1	9	5	10	2
844	25	20	45	1.5	3	1.5	7	7	15	1
845	25	15	25	2	4.5	0.5	7	12	10	1
846	15	20	40	2	3	1	9	7	15	2
847	15	15	45	1.5	3	1	12	7	10	2
848	25	20	40	2	3	1.5	12	7	12	2
849	30	15	25	2	3	0.5	9	12	12	1
850	30	15	25	2	4.5	0.5	12	7	15	2
851	15	10	40	2	2	1	9	12	15	1
852	25	15	25	2.5	3	1.5	9	7	12	2
853	15	15	25	1.5	2	1	9	12	12	1
854	25	10	45	1.5	3	1.5	9	7	15	2
855	25	15	45	2	2	0.5	9	7	12	2
856	15	15	25	2.5	3	1	9	7	12	2
857	25	20	45	1.5	3	1	12	7	12	2
858	25	20	25	2	4.5	0.5	9	12	10	1
859	30	15	40	2	4.5	0.5	7	7	12	2
860	15	10	25	2	4.5	1.5	12	12	10	3
861	15	20	25	2.5	2	1.5	12	7	12	2
862	25	10	25	1.5	4.5	1	12	7	10	2
863	30	15	25	2	4.5	1.5	9	7	15	2
864	25	15	45	2.5	2	0.5	9	7	12	2
865	15	20	40	2	3	1	9	5	12	2
866	15	15	45	2.5	2	1	7	5	12	2
867	15	10	45	2.5	4.5	1.5	7	12	12	1
868	30	10	45	2.5	3	1	9	5	12	2
869	25	15	45	2	4.5	1	12	7	12	2
870	30	10	40	1.5	2	1.5	9	7	15	2
871	30	20	25	2	2	0.5	7	5	12	2
872	15	15	40	2	2	1	7	5	15	2
873	30	10	40	2.5	3	0.5	7	7	10	2
874	30	10	40	1.5	3	0.5	12	7	15	2
875	25	15	40	1.5	4.5	1	12	7	12	2
876	25	20	40	2.5	3	0.5	7	7	10	1
877	30	15	40	2	4.5	1.5	12	5	15	2
878	25	15	25	2	3	1	12	5	12	2
879	25	15	45	1.5	4.5	1	9	7	10	2
880	15	20	40	2	3	1	7	12	10	1
881	15	15	25	2.5	3	1	9	7	12	2
882	25	15	40	1.5	3	1	12	7	12	2
883	30	20	40	2	3	1	12	7	10	2
884	15	15	40	2	3	0.5	9	7	15	2
885	15	15	40	2	3	1	9	12	12	1
886	25	15	45	2	4.5	0.5	12	7	10	2
887	15	15	40	2	3	1.5	12	7	12	2
888	25	15	25	1.5	4.5	0.5	9	5	15	2
889	15	20	45	2	4.5	1	12	12	12	1
890	25	15	25	1.5	2	1.5	9	5	12	2
891	25	15	45	2.5	3	1	9	7	12	2
892	25	15	25	2	4.5	1.5	7	7	12	1
893	25	15	40	1.5	3	1	9	12	15	1
894	30	15	45	2.5	2	1	12	7	12	2
895	30	15	40	2.5	4.5	1	7	5	12	2
896	15	15	40	2.5	4.5	0.5	9	12	12	1
897	25	10	40	2.5	4.5	1	9	7	10	2
898	15	10	40	2	3	1	12	5	15	2
899	30	15	40	2.5	4.5	1	9	7	12	2
900	25	15	40	2	3	1.5	9	5	10	2
901	15	20	45	2.5	2	1	9	5	15	2
902	25	20	25	2	4.5	1	9	7	12	2
903	15	10	45	2	2	1	9	7	12	2
904	30	20	45	1.5	3	1	12	5	12	2
905	25	15	40	2	3	1	12	7	12	2
906	25	10	45	2	3	1.5	7	5	12	2
907	30	20	40	2.5	3	0.5	9	7	12	2
908	25	15	40	2.5	3	1	7	7	12	1
909	25	15	40	1.5	3	1	9	7	12	2
910	30	15	25	1.5	3	1	9	7	12	2
911	15	15	40	2.5	2	1	7	7	15	2
912	25	15	45	2.5	3	1	12	7	12	2
913	25	10	40	2	2	1	9	7	12	2
914	25	20	40	1.5	2	0.5	9	7	10	2
915	25	10	40	2.5	4.5	1.5	7	5	10	2
916	25	20	45	2	3	0.5	7	7	15	1
917	25	15	40	2	3	1.5	7	12	10	1
918	30	15	25	2	3	1	7	7	15	2
919	30	15	25	1.5	4.5	1	7	7	12	2
920	15	15	40	2	4.5	0.5	12	12	15	1
921	15	15	40	2	2	1	12	7	10	2
922	15	20	40	2.5	2	1	7	7	10	1
923	30	20	40	2.5	2	1.5	7	7	12	2
924	30	20	40	1.5	3	1	7	5	12	2
925	25	15	40	2	3	0.5	9	12	10	1
926	25	15	45	2	3	0.5	9	5	12	2
927	25	20	40	2	3	1	9	7	15	2
928	30	15	45	2	3	1.5	12	12	15	1
929	25	20	40	2.5	4.5	1.5	9	7	10	2
930	30	15	25	1.5	4.5	0.5	9	7	12	2
931	25	15	40	1.5	3	1.5	7	5	12	2
932	25	20	40	2	3	1	9	5	12	2
933	25	20	40	2.5	3	0.5	12	7	12	2
934	15	15	45	2	2	1	12	7	10	2
935	25	20	25	2.5	3	1	12	7	15	2
936	25	15	40	2	3	1	9	12	12	1
937	25	15	25	2	2	0.5	9	12	12	1
938	25	15	40	2	3	0.5	9	5	12	2
939	25	15	40	2	2	0.5	9	7	15	2
940	15	20	40	2.5	3	0.5	12	7	12	2
941	15	10	40	2.5	3	1.5	9	7	15	2
942	30	15	40	2.5	3	1	12	12	10	3
943	25	10	45	2	3	1	9	5	15	2
944	15	10	40	2	2	0.5	9	12	12	1
945	15	10	40	2	4.5	1	9	7	15	2
946	25	15	45	2	3	0.5	12	5	12	2
947	30	10	40	1.5	3	0.5	12	5	12	2
948	30	15	25	2	3	1	9	7	12	2
949	25	15	40	1.5	3	0.5	9	7	15	2
950	25	15	25	2	4.5	1.5	9	12	10	1
951	25	15	40	2	3	0.5	9	7	12	2
952	25	10	45	1.5	3	1	12	7	10	2
953	30	15	45	1.5	3	1	9	7	12	2
954	25	15	40	2	4.5	1.5	9	12	10	1
955	25	15	40	2.5	2	1	9	12	12	1
956	25	20	45	2	3	1	7	7	12	1
957	30	20	25	2	2	0.5	7	5	15	2
958	30	10	25	1.5	3	1.5	9	7	15	2
959	30	10	40	2.5	2	1.5	9	7	15	2
960	15	15	25	2.5	3	1	7	12	10	1
961	30	20	45	2	3	0.5	9	7	15	2
962	25	10	40	1.5	3	1	9	7	15	2
963	30	15	40	2	3	1	12	7	12	2
964	25	10	40	2.5	3	1	12	7	12	2
965	15	15	45	2.5	3	1	7	7	12	2
966	25	15	45	2	2	1	7	5	12	2
967	15	10	40	2	2	1.5	12	7	12	2
968	25	10	40	2.5	3	1	7	7	12	1
969	25	15	40	2	4.5	1.5	12	5	12	2
970	30	15	40	2	3	1	7	5	12	2
971	25	10	40	1.5	3	1	9	5	12	2
972	25	15	45	2	3	1.5	7	7	10	1
973	25	15	25	1.5	2	1	12	7	10	2
974	30	15	40	2	3	0.5	7	5	12	2
975	30	15	40	2	4.5	1.5	9	7	10	2
976	15	20	25	2	3	0.5	9	5	12	2
977	25	15	45	2	2	0.5	12	7	15	2
978	15	15	25	2	4.5	1	9	7	15	1
979	30	10	40	2.5	3	1.5	7	7	10	2
980	25	15	40	2.5	2	0.5	12	5	12	2
981	30	10	40	2	4.5	1.5	12	12	10	3
982	15	10	45	2.5	4.5	1	9	7	12	2
983	25	10	45	1.5	3	1	9	7	15	2
984	25	20	40	2	2	1	12	7	12	2
985	25	15	40	1.5	3	1.5	9	7	12	2
986	15	10	40	2	4.5	1.5	7	5	12	2
987	30	15	40	1.5	2	1	9	7	12	2
988	30	10	40	2	3	0.5	9	7	10	2
989	25	20	40	2	3	1	9	7	15	2
990	25	10	45	2	2	1.5	7	12	12	1
991	25	10	25	2	4.5	1.5	9	5	12	2
992	25	20	40	2	3	1.5	9	5	15	2
993	15	10	40	1.5	4.5	1.5	7	12	15	1
994	25	20	40	2	4.5	1.5	12	5	10	2
995	25	15	45	2	4.5	1	7	7	12	1
996	30	20	40	1.5	3	1.5	9	7	10	2
997	30	15	25	2	2	1	9	12	15	1
998	25	10	40	2	3	0.5	9	7	15	2
999	30	10	45	2.5	3	1	9	12	10	3
1000	25	10	25	2.5	4.5	1	7	7	12	1
1001	30	10	25	2	2	1.5	9	5	12	2
1002	25	15	40	2.5	4.5	1	12	5	10	2
1003	25	15	25	2.5	4.5	1	9	5	10	2
1004	15	20	40	2.5	2	0.5	9	7	12	2
1005	25	15	40	2.5	3	1.5	7	7	15	2
1006	15	15	25	2	4.5	1	9	7	15	2
1007	25	10	45	2	2	1	9	12	12	2
1008	25	10	25	1.5	2	0.5	9	7	10	2
1009	25	15	25	1.5	3	1.5	9	5	12	2
1010	25	15	40	1.5	2	1.5	9	5	10	2
1011	15	15	45	2	4.5	1.5	9	7	15	2
1012	25	10	25	2	3	1	9	12	15	1
1013	25	15	45	2.5	4.5	1	9	7	12	2
1014	15	10	40	2	3	0.5	7	7	15	1
1015	25	20	25	2	3	1	9	12	15	1
1016	30	20	40	2.5	3	0.5	7	7	12	1
1017	25	20	40	2	3	1	7	12	10	1
1018	25	10	40	2	2	0.5	9	12	15	1
1019	15	15	25	1.5	3	1.5	7	7	10	2
1020	25	10	40	2.5	3	1.5	9	5	12	2
1021	30	15	25	2	2	1	9	12	12	1
1022	25	15	40	2.5	4.5	0.5	12	12	12	3
1023	15	10	40	2	4.5	1.5	9	5	15	2
1024	25	20	40	1.5	2	0.5	9	7	15	1
1025	25	10	25	2	2	1	9	12	12	1
1026	15	15	25	2	4.5	1.5	7	5	12	1
1027	25	20	40	2	4.5	1.5	9	7	12	2
1028	25	20	40	2.5	4.5	1.5	12	7	15	2
1029	25	20	45	2	2	1	9	7	12	2
1030	25	10	40	2	4.5	1	9	12	10	1
1031	25	15	40	2.5	2	1	9	7	12	2
1032	25	15	25	1.5	2	1	7	7	15	1
1033	25	10	45	2	3	1.5	9	7	15	2
1034	30	20	25	2	4.5	0.5	12	7	10	2
1035	25	15	40	2.5	3	0.5	9	12	12	1
1036	30	10	45	2.5	3	1	9	12	15	1
1037	25	15	40	2	3	1	7	7	12	2
1038	25	15	40	2	2	1	9	5	10	2
1039	15	15	40	2	3	1	7	12	10	1
1040	15	15	40	2	3	1.5	9	7	12	1
1041	30	15	45	2.5	3	1	9	12	15	1
1042	25	20	40	2	3	1	9	7	12	2
1043	30	20	25	2.5	2	1	12	5	12	2
1044	15	15	40	2.5	4.5	0.5	7	7	12	1
1045	15	20	40	1.5	2	1	9	12	10	1
1046	25	20	40	2	3	1.5	7	12	12	1
1047	25	15	25	2.5	3	1	7	7	12	2
1048	30	15	45	2	2	0.5	7	7	15	1
1049	15	15	40	1.5	4.5	1	7	7	12	1
1050	15	10	25	2	4.5	0.5	7	5	15	2
1051	30	20	40	2	3	0.5	7	7	12	2
1052	30	15	45	2.5	3	1.5	9	5	12	2
1053	15	15	40	1.5	3	1	12	7	12	2
1054	25	15	45	2	4.5	1	9	7	12	2
1055	25	10	40	1.5	3	1	9	12	12	1
1056	15	20	40	2	3	1.5	12	12	10	1
1057	25	15	40	2.5	4.5	1	7	7	12	1
1058	25	15	25	2	3	0.5	7	7	15	1
1059	15	15	40	2	4.5	0.5	12	7	15	2
1060	25	20	40	2.5	3	1	12	7	12	2
1061	15	20	45	1.5	3	1.5	9	5	10	2
1062	30	15	45	2	4.5	0.5	12	5	12	2
1063	25	15	40	2	3	1.5	7	12	12	1
1064	15	10	40	2	2	1	7	7	12	1
1065	15	15	40	1.5	3	1	9	7	15	2
1066	15	15	45	2	3	1	9	5	12	2
1067	25	20	45	2	2	1.5	9	12	12	1
1068	25	20	45	2	3	1	7	12	15	1
1069	15	15	25	1.5	4.5	1	9	7	12	2
1070	15	10	40	2.5	3	1	7	5	12	2
1071	15	15	40	1.5	4.5	1.5	9	12	15	1
1072	15	10	40	1.5	2	1	7	5	12	1
1073	15	15	40	1.5	3	1	9	7	12	2
1074	30	20	45	2.5	3	0.5	9	7	12	2
1075	15	15	45	1.5	2	1	9	7	12	2
1076	25	15	25	2	2	1.5	12	7	15	2
1077	15	15	45	2	3	1	9	7	12	2
1078	15	15	40	2	3	0.5	7	5	12	2
1079	15	10	45	2.5	3	1	7	7	12	2
1080	30	15	45	1.5	3	1.5	12	7	12	2
1081	30	10	40	2.5	3	1	7	12	15	1
1082	30	15	40	1.5	3	1	12	7	15	2
1083	25	10	40	2.5	4.5	1	7	7	12	2
1084	30	20	25	1.5	3	1	12	5	10	2
1085	15	10	40	2	2	1	7	7	15	2
1086	25	15	40	2.5	3	1	9	12	10	1
1087	30	20	45	2	2	1	9	5	12	2
1088	25	10	45	2.5	3	1	12	7	10	2
1089	30	10	25	2	3	1.5	9	5	15	2
1090	25	15	25	2	4.5	1	9	5	12	2
1091	30	20	40	2	3	1	9	5	12	2
1092	25	15	40	2	3	1.5	9	12	12	1
1093	30	15	25	2	3	1.5	9	5	12	2
1094	30	10	40	2	4.5	1	7	7	15	1
1095	25	15	40	2	3	0.5	9	7	15	2
1096	30	15	40	2	2	0.5	7	12	12	1
1097	25	10	25	2	4.5	1.5	9	12	12	1
1098	25	15	25	2	3	1	7	12	10	1
1099	15	20	45	1.5	4.5	1.5	7	5	12	2
1100	15	10	25	1.5	3	0.5	7	7	12	1
1101	15	10	40	2.5	4.5	1.5	7	5	12	2
1102	25	15	45	2	3	0.5	9	12	10	1
1103	30	20	25	2	4.5	1	7	12	15	1
1104	30	15	40	2.5	3	0.5	7	12	10	1
1105	25	15	40	2	4.5	1	7	7	12	1
1106	15	20	25	1.5	3	1	7	7	15	1
1107	25	20	25	2	4.5	1	12	7	12	2
1108	15	10	40	2	3	1	9	7	15	2
1109	30	20	40	1.5	4.5	0.5	12	7	12	2
1110	25	10	45	2	2	1	9	7	12	2
1111	25	15	45	1.5	4.5	1	9	7	15	2
1112	15	10	40	2	2	1	9	7	12	2
1113	30	20	45	2	2	0.5	12	7	10	2
1114	15	10	45	2	3	0.5	9	7	15	2
1115	15	20	40	2	2	0.5	12	5	12	2
1116	25	10	45	2	3	0.5	12	7	15	2
1117	25	15	40	2.5	2	1	7	12	12	1
1118	25	15	45	2	3	1.5	9	5	10	2
1119	25	15	40	1.5	4.5	0.5	9	7	12	2
1120	30	20	45	2	4.5	0.5	9	7	12	1
1121	30	15	40	2	3	1.5	7	5	12	2
1122	30	15	25	2.5	2	0.5	9	7	10	2
1123	15	10	40	2.5	4.5	0.5	9	12	10	1
1124	30	10	25	2.5	4.5	1	12	7	12	2
1125	25	15	40	2	3	0.5	7	5	15	2
1126	15	10	40	2	3	1	7	7	15	1
1127	25	20	40	2.5	2	0.5	12	7	12	2
1128	25	15	40	2	3	1	9	5	12	2
1129	15	15	45	1.5	2	1.5	12	12	15	1
1130	30	15	25	1.5	4.5	1	9	5	10	2
