ID	tt_tram	tt_metro	tt_bus	tc_tram	tc_metro	tc_bus	hw_tram	hw_metro	hw_bus	choice
56	15	15	40	2	3	0.8	7	5	11	2
56	25	10	30	1.5	3	0.3	9	5	14	2
56	25	15	40	2	3	0.8	12	7	10	2
56	15	10	30	1.5	3	0.3	12	7	10	2
56	25	15	20	2.5	3	0.5	12	11	14	2
56	25	10	40	2	2	0.3	12	7	11	2
57	25	15	30	1.5	2	0.5	9	11	11	2
57	25	10	30	1.5	3	0.8	9	7	11	2
57	25	10	30	2.5	2	0.3	9	5	11	2
57	25	20	30	2	3	0.3	12	5	10	2
57	15	20	30	2.5	3	0.5	12	7	11	2
57	15	15	40	2	3	0.3	9	7	11	2
57	30	15	20	2	3	0.5	9	11	11	3
57	25	20	30	2	2	0.3	9	7	11	2
57	25	15	30	2	2	0.5	9	7	11	2
57	15	15	40	2	4	0.3	12	5	11	2
58	25	15	20	2	4	0.5	9	11	11	3
58	15	15	40	2	3	0.5	9	7	11	2
58	25	10	30	2	2	0.8	7	11	11	2
58	30	15	40	2.5	3	0.5	9	11	11	2
58	25	15	20	2.5	3	0.8	12	7	11	2
58	15	15	40	2	4	0.5	12	5	10	2
58	30	15	30	2.5	2	0.5	7	11	11	2
58	15	20	20	2.5	3	0.5	9	11	14	1
58	30	15	30	2.5	3	0.3	12	5	10	2
58	15	15	30	2	2	0.3	7	5	11	2
59	25	20	30	2	4	0.8	12	7	10	2
59	30	15	30	2.5	4	0.3	9	7	14	2
59	30	20	30	2	4	0.3	12	7	11	2
59	25	15	20	2.5	3	0.5	12	7	10	2
59	25	10	20	2	3	0.3	9	5	14	2
59	25	15	40	1.5	4	0.3	9	11	11	2
59	25	15	30	1.5	3	0.5	9	7	14	2
59	25	20	30	1.5	3	0.5	7	7	11	2
59	30	15	30	2.5	4	0.8	12	7	14	2
59	25	15	30	2	3	0.8	7	7	10	2
60	25	15	40	1.5	4	0.5	9	7	10	2
60	30	15	40	2.5	3	0.5	9	5	10	2
60	25	15	30	2	3	0.5	9	7	10	2
60	25	15	30	2	3	0.5	7	7	11	2
60	25	15	30	2	4	0.5	9	11	11	2
60	25	20	20	1.5	3	0.5	12	5	11	2
60	25	20	30	2	3	0.5	9	7	14	2
60	30	20	40	1.5	3	0.5	9	11	11	2
60	15	15	30	2	4	0.8	9	11	11	1
60	25	10	30	2.5	3	0.8	7	5	10	2
61	25	15	40	2	3	0.8	9	7	10	2
61	30	15	30	2.5	2	0.5	9	7	11	2
61	15	15	30	2	2	0.5	12	7	14	2
61	30	20	30	2	2	0.5	9	11	11	2
61	15	10	40	2	3	0.8	12	5	14	2
61	15	15	40	2	3	0.3	12	7	10	2
61	30	15	40	2	2	0.5	9	11	11	2
61	25	20	40	2	3	0.5	12	5	14	2
61	25	15	20	2.5	3	0.5	9	7	11	2
61	25	10	40	2.5	3	0.5	9	7	11	2
62	25	15	40	1.5	4	0.8	9	11	10	2
62	30	15	40	2	3	0.5	7	11	11	2
62	25	15	20	1.5	3	0.5	7	7	14	2
62	30	15	30	2.5	3	0.5	12	5	11	2
62	15	15	40	2	3	0.8	7	11	11	1
62	25	15	30	1.5	4	0.3	9	7	14	2
62	25	20	30	1.5	3	0.3	9	7	11	2
62	30	20	30	2.5	3	0.3	9	7	14	2
62	25	20	40	2	4	0.5	9	11	11	2
62	30	20	30	2.5	3	0.8	12	5	14	2
63	15	15	30	2	4	0.3	9	7	11	2
63	25	15	30	2	4	0.8	9	11	11	2
63	15	15	20	1.5	3	0.8	12	5	10	2
63	25	20	40	1.5	2	0.5	12	7	10	2
63	15	15	40	2	4	0.3	12	7	14	2
63	25	15	30	2	3	0.5	12	5	11	2
63	15	20	30	2	4	0.5	9	7	11	1
63	25	20	20	2	2	0.5	12	7	14	2
63	25	20	40	2.5	3	0.3	7	11	11	2
63	25	20	20	2	3	0.8	7	7	10	2
64	25	10	30	2	2	0.3	7	7	11	2
64	25	10	20	1.5	4	0.5	9	7	11	2
64	30	15	30	2	3	0.5	9	7	11	2
64	25	15	40	2	3	0.8	7	11	14	2
64	30	15	30	1.5	2	0.5	7	5	11	2
64	25	10	40	2	3	0.5	9	7	11	2
64	30	10	40	2	4	0.5	9	7	11	2
64	30	15	30	1.5	3	0.8	9	11	11	2
64	30	15	30	2.5	3	0.5	9	7	10	2
64	25	15	30	2	3	0.5	9	7	14	2
65	30	10	40	2	4	0.8	9	7	10	2
65	25	10	30	2	4	0.3	9	7	11	2
65	15	15	20	2.5	4	0.5	9	11	14	1
65	25	15	30	2	2	0.5	12	5	14	2
65	25	20	30	2.5	4	0.5	9	7	11	2
65	25	10	20	2	2	0.3	7	7	10	2
65	25	15	40	1.5	4	0.3	12	7	10	2
65	30	20	30	2	3	0.8	9	7	11	2
65	15	20	40	1.5	3	0.8	12	5	11	2
65	15	10	30	2.5	4	0.5	9	11	10	2
66	25	15	30	2	3	0.5	9	7	10	2
66	25	15	40	2	2	0.8	9	11	11	2
66	25	10	40	2	3	0.5	9	7	14	2
66	15	10	30	1.5	3	0.5	7	11	11	1
66	25	15	40	2	3	0.3	9	5	10	2
66	25	10	20	2.5	4	0.5	9	7	10	2
66	15	10	40	1.5	3	0.8	9	7	11	2
66	25	15	40	2	3	0.8	9	7	14	2
66	25	10	40	2	3	0.5	7	7	10	2
66	30	15	20	2	4	0.5	9	7	10	2
67	30	15	30	2	3	0.5	12	7	11	2
67	30	15	30	2.5	3	0.5	7	5	14	2
67	25	10	40	2	3	0.3	12	5	11	2
67	30	15	40	1.5	4	0.8	12	7	11	2
67	25	15	30	2	4	0.8	7	7	10	2
67	25	15	30	2.5	2	0.5	12	7	14	2
67	30	10	20	1.5	2	0.5	12	7	11	2
67	15	20	20	1.5	2	0.3	9	11	11	1
67	30	15	30	2.5	4	0.8	12	7	11	2
67	15	15	30	1.5	2	0.8	9	7	14	2
68	25	15	20	2	2	0.5	9	11	10	3
68	15	15	30	2.5	3	0.8	9	5	11	2
68	25	15	20	2	2	0.5	7	11	10	2
68	30	10	20	2.5	3	0.3	7	7	11	2
68	25	20	30	2	3	0.5	9	7	11	2
68	30	20	30	2.5	2	0.5	9	7	11	2
68	30	20	20	2	3	0.5	9	7	14	2
68	15	15	40	2.5	3	0.3	9	5	11	2
68	30	10	30	1.5	3	0.5	7	7	11	2
68	30	15	30	1.5	3	0.5	7	7	10	2
69	25	10	20	2.5	4	0.5	7	11	11	2
69	25	20	20	2	3	0.8	12	11	11	3
69	30	20	40	2	2	0.8	12	7	11	2
69	15	15	20	2	3	0.5	9	11	11	1
69	30	20	20	1.5	3	0.3	9	7	10	2
69	25	15	40	2	3	0.8	7	5	10	2
69	30	15	40	2	3	0.5	7	7	11	2
69	25	20	30	2.5	4	0.5	12	5	11	2
69	25	15	30	1.5	2	0.3	9	7	11	2
69	25	15	20	2.5	2	0.5	9	7	11	2
70	30	20	30	2	2	0.3	7	7	14	2
70	15	20	20	2.5	3	0.5	12	11	10	1
70	25	20	40	1.5	2	0.8	12	11	11	2
70	30	20	40	2	2	0.5	7	7	10	2
70	25	15	30	2	3	0.8	7	7	14	2
70	30	15	30	2	3	0.8	12	11	11	2
70	30	15	30	2	3	0.5	12	5	10	2
70	25	10	30	2	3	0.5	9	11	14	2
70	30	20	20	2	2	0.5	12	7	11	2
70	25	20	20	2	3	0.8	9	5	14	2
71	15	20	30	2.5	3	0.8	7	11	10	1
71	25	15	20	1.5	4	0.5	9	11	11	2
71	15	10	40	2	3	0.5	9	7	10	2
71	25	10	30	2	3	0.8	12	11	11	2
71	25	10	40	2.5	3	0.5	9	11	14	2
71	25	10	30	2	3	0.3	9	7	10	2
71	15	15	30	2	4	0.3	9	5	11	2
71	25	15	40	2.5	3	0.8	9	11	11	2
71	30	10	20	2	3	0.5	12	5	11	2
71	25	20	20	2	3	0.8	9	5	11	2
72	25	15	40	2.5	3	0.8	12	11	11	2
72	30	15	40	2.5	2	0.5	12	11	10	2
72	30	15	30	2	2	0.5	12	7	14	2
72	25	20	30	1.5	3	0.5	9	11	11	2
72	25	20	30	1.5	2	0.5	12	7	10	2
72	30	10	30	2.5	3	0.8	9	7	10	2
72	25	10	40	2.5	4	0.8	9	5	11	2
72	25	15	20	2	3	0.5	9	5	14	2
72	15	15	30	2.5	3	0.5	9	7	11	2
72	25	15	40	2	3	0.8	7	11	11	1
73	25	20	20	2	4	0.8	7	7	14	2
73	25	10	30	2	3	0.8	9	11	11	2
73	25	10	30	2	4	0.5	7	11	11	2
73	15	20	20	2	4	0.5	7	7	11	1
73	25	10	40	2.5	3	0.5	9	7	11	2
73	25	10	20	1.5	2	0.3	12	11	10	2
73	25	15	20	2	3	0.5	7	7	10	2
73	25	20	30	2	2	0.8	12	7	11	2
73	15	15	30	2.5	2	0.3	7	11	11	1
73	25	20	30	2	2	0.3	7	11	11	1
74	30	15	40	2	3	0.5	12	7	11	2
74	25	15	20	1.5	2	0.3	9	11	11	2
74	30	10	40	2	4	0.5	9	7	11	2
74	30	20	40	2	2	0.3	9	7	11	2
74	25	15	20	2	2	0.3	9	7	14	2
74	25	20	40	1.5	2	0.5	12	11	10	2
74	30	20	40	2.5	3	0.3	12	5	14	2
74	15	15	30	1.5	3	0.5	9	5	10	2
74	30	15	30	1.5	2	0.5	7	7	11	2
74	25	20	40	2	3	0.3	9	5	14	2
75	30	15	40	1.5	3	0.5	9	11	11	2
75	25	20	30	2	3	0.5	7	7	14	2
75	25	10	40	1.5	2	0.8	12	7	11	2
75	25	15	40	2	3	0.5	7	5	11	2
75	15	20	30	2	3	0.5	7	7	11	1
75	25	10	40	2	3	0.5	9	5	11	2
75	25	10	40	2	2	0.3	9	7	14	2
75	15	15	20	2.5	4	0.3	12	7	11	2
75	15	20	40	2	4	0.8	9	7	14	1
75	30	20	30	1.5	3	0.5	9	11	10	2
76	15	15	30	1.5	3	0.5	9	7	10	2
76	15	15	30	2	3	0.5	12	7	11	2
76	25	15	30	2	3	0.5	12	7	14	2
76	25	15	30	2	2	0.5	9	11	10	2
76	25	15	40	2.5	4	0.5	7	5	10	2
76	25	10	20	2.5	3	0.3	9	7	11	2
76	25	15	40	2	3	0.5	9	7	10	2
76	30	15	40	2	3	0.3	9	11	14	2
76	25	20	30	1.5	3	0.5	7	11	14	2
76	25	15	20	2.5	4	0.8	9	5	14	2
77	15	15	30	1.5	3	0.5	12	11	11	2
77	15	15	20	1.5	3	0.5	9	7	11	2
77	25	15	20	1.5	3	0.8	9	7	14	2
77	25	15	40	2	3	0.8	9	7	10	2
77	25	15	30	2.5	3	0.5	9	5	14	2
77	30	15	40	2	4	0.5	9	11	11	2
77	25	15	30	2	3	0.8	7	7	11	2
77	30	10	40	1.5	3	0.5	9	11	11	1
77	15	15	30	1.5	2	0.5	9	7	14	2
77	30	10	20	1.5	2	0.5	12	5	14	2
78	15	15	30	1.5	3	0.8	7	5	10	2
78	25	15	40	1.5	2	0.8	9	5	10	2
78	15	15	30	1.5	2	0.8	9	5	10	2
78	30	15	30	2	3	0.8	12	7	14	2
78	30	15	30	2.5	3	0.5	7	7	11	2
78	25	20	40	2	4	0.8	12	11	14	2
78	15	10	20	1.5	4	0.5	12	11	14	2
78	15	15	40	2	3	0.5	9	7	11	2
78	25	15	30	2.5	3	0.8	9	7	10	2
78	30	15	30	2	2	0.5	9	7	14	2
79	25	15	40	2	2	0.8	9	5	14	2
79	30	10	30	2.5	2	0.3	12	7	11	2
79	25	10	30	1.5	2	0.8	9	7	10	2
79	15	15	20	2	4	0.8	9	11	10	1
79	15	15	30	1.5	3	0.3	12	7	14	2
79	15	20	30	2	3	0.5	12	11	10	1
79	30	15	20	2	4	0.5	12	5	14	2
79	30	10	30	2	3	0.5	12	5	14	2
79	25	10	20	2	3	0.3	12	7	11	2
79	25	10	20	2	3	0.5	9	7	11	2
80	25	15	20	1.5	4	0.5	9	11	11	3
80	15	10	30	2	3	0.3	12	7	11	2
80	25	15	30	2	4	0.3	9	11	11	2
80	30	10	20	2	4	0.5	12	11	14	2
80	25	15	30	1.5	3	0.5	9	7	14	2
80	15	10	20	2	2	0.8	7	7	14	2
80	25	20	30	1.5	2	0.8	12	11	10	2
80	15	15	30	1.5	3	0.3	12	11	11	2
80	25	15	40	2.5	3	0.8	9	7	11	2
80	25	20	20	1.5	3	0.8	9	5	11	2
81	30	15	20	2.5	2	0.8	12	11	14	2
81	30	10	20	1.5	3	0.5	9	11	10	2
81	25	15	30	2.5	3	0.5	9	11	10	2
81	25	20	30	1.5	2	0.3	9	7	11	2
81	25	10	30	2	3	0.8	9	5	11	2
81	25	20	20	2	3	0.5	9	5	10	2
81	15	15	30	2	2	0.5	7	7	10	2
81	15	20	30	2	4	0.5	7	5	14	1
81	25	10	30	2	2	0.5	9	7	11	2
81	15	20	20	2	3	0.5	9	7	11	1
82	25	20	40	2.5	4	0.3	9	5	11	2
82	25	20	30	2	3	0.3	9	7	14	2
82	25	15	20	2.5	3	0.5	12	7	11	2
82	15	20	30	2	4	0.8	9	7	11	1
82	25	10	30	2	4	0.3	9	11	14	2
82	30	15	30	2	3	0.3	7	7	14	2
82	30	15	40	1.5	4	0.5	7	11	14	2
82	25	20	20	2	3	0.3	12	7	10	2
82	25	15	30	2.5	2	0.5	9	7	11	2
82	25	10	40	2	3	0.5	9	7	14	2
83	15	20	40	2	3	0.8	7	5	10	1
83	25	15	30	2	4	0.5	12	11	11	2
83	25	20	40	2	2	0.8	9	7	11	2
83	30	15	40	1.5	4	0.8	9	11	10	2
83	25	15	20	2	2	0.3	9	7	10	2
83	30	15	30	2.5	4	0.8	9	7	11	2
83	25	20	20	1.5	2	0.8	9	5	14	2
83	25	15	30	2	2	0.8	9	5	11	2
83	25	10	40	2	4	0.3	12	7	11	2
83	25	15	40	2	3	0.3	9	7	10	2
84	25	15	20	1.5	3	0.8	12	5	10	2
84	25	10	30	2	3	0.8	12	5	10	2
84	30	10	20	2	3	0.5	9	7	11	2
84	25	15	30	1.5	3	0.3	9	11	11	2
84	30	10	20	2	3	0.3	7	7	11	2
84	25	15	30	1.5	3	0.5	9	7	11	2
84	15	20	20	2	2	0.3	7	11	14	1
84	30	10	40	2	3	0.3	9	11	11	2
84	30	15	40	2.5	4	0.5	9	7	11	2
84	25	15	30	2.5	2	0.5	9	7	10	2
85	25	10	30	1.5	4	0.8	12	11	14	2
85	25	15	20	2	4	0.5	9	7	11	2
85	25	15	20	2.5	3	0.3	9	7	11	2
85	25	15	20	2	3	0.5	7	5	11	2
85	25	15	20	2	2	0.8	9	7	11	2
85	25	15	30	1.5	3	0.8	12	7	11	2
85	15	15	20	2	2	0.8	7	7	14	2
85	30	10	20	1.5	4	0.8	7	7	10	2
85	30	20	30	2.5	4	0.3	9	7	10	2
85	25	20	20	1.5	4	0.8	9	11	14	2
86	30	10	40	2.5	3	0.8	9	11	10	2
86	15	15	30	1.5	3	0.8	7	7	11	1
86	25	20	40	2	3	0.3	12	7	11	2
86	25	15	30	1.5	4	0.5	9	11	11	2
86	15	15	30	1.5	3	0.5	7	7	14	2
86	30	15	20	2.5	4	0.5	7	5	11	2
86	30	10	30	2	4	0.8	7	5	14	2
86	25	10	20	2	3	0.8	9	7	14	2
86	25	15	20	2.5	4	0.8	12	7	11	2
86	25	15	30	2.5	3	0.5	12	5	11	2
87	30	10	30	1.5	2	0.3	9	5	10	2
87	15	15	30	1.5	2	0.5	9	5	14	2
87	30	20	40	2	2	0.5	9	7	11	2
87	15	10	30	2	3	0.8	9	5	11	2
87	30	15	30	2	2	0.8	7	11	14	2
87	30	10	20	1.5	4	0.8	7	7	14	2
87	25	10	30	1.5	4	0.5	9	7	11	2
87	15	20	30	2.5	4	0.5	9	11	11	1
87	25	15	30	2.5	3	0.3	12	7	11	2
87	15	10	30	2	2	0.5	9	5	10	2
88	25	10	30	1.5	2	0.5	9	5	10	2
88	30	10	30	1.5	3	0.5	9	7	14	2
88	25	15	30	2	4	0.3	7	5	14	2
88	25	15	30	2	2	0.3	7	7	10	2
88	25	15	20	2	2	0.3	9	7	14	2
88	25	10	20	2	2	0.5	12	7	11	2
88	30	15	40	2	3	0.5	9	11	11	2
88	30	20	30	2	4	0.5	9	11	11	2
88	25	20	30	2.5	3	0.3	9	7	11	2
88	30	15	30	2.5	3	0.5	9	11	11	2
89	25	15	30	1.5	4	0.8	7	5	14	2
89	25	20	30	2	4	0.8	9	11	11	2
89	25	15	30	2	2	0.5	9	7	11	2
89	25	10	30	1.5	2	0.3	9	11	11	2
89	15	15	30	2	3	0.8	7	11	11	1
89	25	15	20	1.5	4	0.3	9	7	11	2
89	15	15	30	2	3	0.5	12	5	11	2
89	25	15	20	2	2	0.8	9	7	11	2
89	30	15	30	2	3	0.8	7	11	10	2
89	15	20	30	2	2	0.3	7	5	11	1
90	25	15	20	1.5	4	0.5	12	7	14	2
90	30	10	20	1.5	3	0.5	9	7	11	2
90	25	20	30	1.5	3	0.8	12	5	11	2
90	30	15	20	2	3	0.3	9	7	14	2
90	15	15	30	2	3	0.5	9	11	14	2
90	25	10	20	2	3	0.3	9	7	11	2
90	30	15	40	2	3	0.5	12	11	11	2
90	30	15	30	2	3	0.5	9	11	11	2
90	15	15	40	1.5	3	0.5	9	5	14	2
90	30	15	30	2	3	0.8	9	5	14	2
91	25	10	30	2.5	3	0.5	9	5	10	2
91	25	10	40	2.5	2	0.8	9	5	11	2
91	15	20	30	1.5	4	0.3	9	7	11	1
91	25	10	30	2.5	2	0.8	9	11	10	2
91	15	10	30	2	3	0.8	12	5	11	2
91	25	15	20	2	3	0.5	12	7	14	2
91	15	15	30	1.5	3	0.8	7	11	11	1
91	25	20	40	1.5	2	0.5	7	5	11	2
91	25	20	30	2	4	0.5	7	5	14	2
91	30	15	20	2	4	0.5	9	11	10	2
92	25	15	40	2	2	0.5	7	5	11	2
92	25	15	20	2	4	0.3	12	7	11	2
92	25	15	20	2.5	3	0.8	9	11	11	2
92	15	15	20	1.5	3	0.5	7	7	14	1
92	30	20	20	2	4	0.5	7	11	10	3
92	30	15	30	2	3	0.5	9	5	10	2
92	15	15	30	2	2	0.5	9	7	11	2
92	15	15	30	2	3	0.3	9	7	11	2
92	25	15	30	2.5	4	0.5	12	11	10	2
92	25	15	20	2.5	2	0.5	7	7	14	2
93	30	20	30	2.5	3	0.5	12	5	14	2
93	25	15	40	2.5	3	0.3	7	5	11	2
93	25	10	20	2	4	0.5	9	7	10	2
93	25	20	30	2	3	0.5	9	7	10	2
93	25	20	30	2.5	2	0.3	9	7	10	2
93	25	15	20	2	3	0.3	7	7	14	2
93	30	10	30	2.5	2	0.5	12	7	11	2
93	25	20	20	2	2	0.5	9	11	10	1
93	25	15	30	2	4	0.5	7	7	10	2
93	25	15	30	2	3	0.5	12	7	14	2
94	30	10	30	2	4	0.5	7	5	10	2
94	15	20	30	2	3	0.5	9	7	14	1
94	25	15	30	1.5	3	0.5	9	7	11	2
94	25	10	40	1.5	3	0.8	12	5	14	2
94	15	20	30	2	3	0.3	9	11	14	1
94	15	15	30	2	3	0.3	12	11	10	1
94	30	20	40	2.5	3	0.5	12	11	11	2
94	25	15	40	1.5	3	0.5	7	11	14	2
94	25	10	30	1.5	3	0.3	9	11	10	2
94	30	10	40	1.5	3	0.5	7	7	11	2
95	25	20	30	2.5	4	0.5	9	7	10	2
95	25	15	30	2	3	0.5	9	7	11	2
95	25	10	30	2	2	0.3	9	7	11	2
95	25	15	40	2.5	2	0.5	7	11	10	1
95	25	15	30	2	3	0.5	7	7	14	2
95	30	20	30	2	2	0.3	9	5	14	2
95	25	10	20	1.5	3	0.5	9	5	10	2
95	25	10	40	2	3	0.8	7	5	11	2
95	15	10	40	2	4	0.5	7	11	11	2
95	25	10	20	2.5	4	0.3	9	5	10	2
96	30	10	20	2	3	0.8	12	7	10	2
96	25	15	30	2	4	0.5	7	7	10	2
96	15	15	30	2.5	2	0.3	9	5	11	2
96	15	10	40	2.5	3	0.5	12	11	10	2
96	25	20	20	1.5	3	0.8	9	7	14	2
96	25	15	40	2.5	4	0.5	9	11	14	2
96	15	15	40	2	3	0.3	7	7	14	2
96	25	15	30	1.5	2	0.3	9	11	14	2
96	30	10	30	2.5	4	0.3	9	11	10	2
96	25	15	40	2	4	0.8	9	7	11	2
97	30	15	40	2.5	3	0.5	9	7	10	2
97	30	15	40	2	4	0.3	12	5	11	2
97	25	10	30	2	3	0.5	7	5	11	2
97	15	20	30	2	4	0.5	12	11	14	1
97	25	20	40	2	3	0.5	7	7	11	2
97	25	15	30	2.5	4	0.5	9	7	11	2
97	25	10	20	2.5	3	0.5	12	7	11	2
97	30	10	30	2.5	3	0.5	9	7	14	2
97	25	20	30	2.5	3	0.8	9	11	10	2
97	30	20	30	2	4	0.5	9	11	11	2
98	15	20	30	2.5	3	0.5	9	11	11	1
98	25	10	30	2	2	0.3	9	7	11	2
98	25	20	30	1.5	3	0.5	9	5	11	2
98	25	15	20	1.5	3	0.5	9	11	11	2
98	25	15	30	2	2	0.3	7	11	14	2
98	25	15	20	2	3	0.8	7	7	10	2
98	30	20	40	2	3	0.3	9	5	11	2
98	25	10	30	2	3	0.5	9	5	11	2
98	25	20	30	1.5	3	0.3	7	5	11	2
98	15	10	40	2	4	0.3	12	7	10	2
99	15	15	20	2.5	2	0.8	9	7	14	2
99	30	15	30	1.5	2	0.8	12	5	11	2
99	25	15	30	2	4	0.5	9	7	14	2
99	15	20	30	2	3	0.3	9	11	11	1
99	25	10	30	2	3	0.5	12	7	14	2
99	25	15	30	2	4	0.5	9	7	11	2
99	30	10	30	2	3	0.3	9	7	11	2
99	25	15	40	1.5	3	0.8	9	7	10	2
99	25	20	20	2	3	0.8	12	5	14	2
99	25	10	40	2	2	0.5	9	7	10	2
100	30	15	20	2	3	0.5	7	7	10	2
100	25	20	30	2	4	0.3	12	7	11	2
100	25	20	20	2.5	4	0.3	9	11	11	3
100	25	10	30	1.5	3	0.8	12	7	11	2
100	30	15	20	1.5	3	0.5	7	11	11	2
100	30	20	40	2	4	0.8	9	11	10	2
100	25	15	30	1.5	3	0.5	12	7	11	2
100	30	15	30	1.5	3	0.5	9	7	11	2
100	30	10	30	1.5	4	0.3	9	7	14	2
100	25	15	40	1.5	4	0.5	12	7	11	2
101	30	20	20	1.5	2	0.5	9	7	10	2
101	15	15	30	2.5	3	0.8	9	11	10	1
101	25	10	30	2	2	0.8	9	5	11	2
101	25	10	40	2	4	0.5	9	7	14	2
101	25	20	30	2	3	0.8	7	7	11	2
101	25	10	30	2	3	0.3	9	11	10	2
101	25	10	20	2	3	0.3	7	7	11	2
101	30	10	30	2	3	0.5	12	7	14	2
101	15	20	40	1.5	4	0.3	7	7	11	1
101	25	10	20	1.5	4	0.8	9	5	11	2
102	25	20	30	2.5	3	0.8	12	5	11	2
102	15	10	30	2.5	3	0.5	9	11	11	1
102	30	15	30	2	3	0.8	9	11	10	2
102	25	20	30	2	3	0.3	9	7	11	2
102	15	20	30	2	2	0.8	7	7	11	1
102	25	10	40	2	3	0.3	9	7	11	2
102	25	20	40	2	3	0.5	7	11	11	2
102	15	20	30	2	3	0.5	7	7	11	1
102	25	15	30	2.5	3	0.5	7	7	10	2
102	30	15	30	2	4	0.8	9	7	10	2
103	15	15	30	1.5	2	0.3	9	11	11	1
103	25	15	40	2	4	0.5	9	5	14	2
103	30	15	30	2	2	0.3	9	11	11	3
103	25	15	30	2.5	3	0.5	12	7	10	2
103	25	15	40	1.5	3	0.5	12	11	11	2
103	25	20	20	1.5	4	0.3	12	7	11	2
103	15	15	40	1.5	3	0.8	9	5	11	2
103	25	15	40	2	3	0.5	9	7	10	2
103	30	10	20	2.5	4	0.3	9	5	11	2
103	15	15	30	1.5	3	0.5	12	7	14	2
104	30	15	40	2	3	0.8	9	11	14	2
104	25	15	30	2	3	0.3	9	11	11	2
104	30	10	30	2	3	0.3	7	5	11	2
104	25	15	30	2	3	0.5	9	7	10	2
104	30	15	30	1.5	3	0.3	9	7	11	2
104	30	10	30	2	3	0.8	9	7	10	2
104	25	15	30	2	3	0.8	9	5	14	2
104	15	15	40	2	3	0.3	9	7	14	2
104	25	15	40	1.5	4	0.5	9	5	10	2
104	30	20	20	2	3	0.5	12	11	11	2
105	25	15	20	1.5	4	0.5	9	7	10	2
105	30	15	30	1.5	4	0.3	9	11	11	2
105	25	15	40	2	3	0.5	12	11	14	2
105	25	15	40	2	4	0.8	12	7	14	2
105	25	15	30	1.5	3	0.8	9	7	14	2
105	15	20	40	2	4	0.5	12	11	14	1
105	25	20	30	2.5	3	0.5	9	11	11	2
105	15	10	40	2.5	3	0.3	9	11	14	1
105	15	15	20	2.5	2	0.5	9	11	14	1
105	15	20	30	1.5	2	0.5	9	7	10	1
106	25	15	20	2	2	0.5	12	5	11	2
106	15	20	40	2	3	0.5	9	5	10	1
106	30	15	40	2.5	4	0.5	9	11	14	2
106	25	20	40	2	4	0.8	12	7	10	2
106	15	10	40	1.5	4	0.3	12	5	10	2
106	30	10	30	2	3	0.8	12	7	11	2
106	15	10	40	2.5	3	0.3	9	7	10	2
106	15	20	30	2.5	3	0.3	7	7	11	1
106	30	15	40	1.5	3	0.5	7	11	11	2
106	15	15	30	2.5	2	0.3	7	7	11	1
107	25	10	30	2	4	0.5	7	5	11	2
107	15	10	20	1.5	3	0.8	12	7	11	2
107	25	10	20	1.5	4	0.5	7	5	11	2
107	15	15	40	2.5	3	0.3	9	11	11	1
107	15	20	20	1.5	4	0.3	12	7	11	2
107	25	15	30	2	3	0.5	7	5	14	2
107	25	15	30	2	3	0.5	7	7	14	2
107	30	15	20	2.5	3	0.5	9	7	10	2
107	30	15	40	2	4	0.3	9	7	11	2
107	15	20	40	2	3	0.8	9	7	11	1
108	15	15	30	2.5	2	0.3	9	7	10	2
108	30	15	30	2.5	3	0.3	9	5	14	2
108	25	15	30	2.5	4	0.8	7	7	10	2
108	25	10	30	2.5	4	0.8	9	5	11	2
108	15	20	30	2	2	0.5	9	5	10	2
108	15	15	30	2	4	0.5	7	7	10	1
108	15	15	30	2.5	3	0.3	12	5	11	2
108	15	15	30	2.5	4	0.5	9	5	11	2
108	25	20	20	1.5	2	0.3	9	7	11	2
108	30	20	30	2.5	3	0.5	9	7	11	2
109	25	20	40	2	2	0.5	7	11	10	2
109	25	20	30	2.5	4	0.3	12	11	11	2
109	15	10	30	2	4	0.3	7	7	11	2
109	25	15	20	2.5	2	0.5	7	7	14	2
109	15	15	30	2	2	0.5	9	5	11	2
109	25	15	40	2	3	0.5	9	5	11	2
109	15	20	30	2	3	0.5	12	7	11	2
109	30	10	40	2	3	0.3	7	7	11	2
109	25	20	30	2	4	0.8	9	11	10	2
109	25	15	30	2	2	0.5	12	7	11	2
110	15	15	30	1.5	3	0.3	12	5	14	2
110	25	20	30	2	3	0.3	7	7	14	2
110	30	10	40	2.5	2	0.5	9	7	10	2
110	15	20	40	2.5	2	0.8	9	7	11	1
110	15	10	30	2	2	0.8	12	11	10	2
110	25	15	30	2	3	0.3	7	7	10	2
110	30	15	40	1.5	2	0.5	7	11	10	2
110	15	20	20	2	4	0.5	12	11	11	1
110	15	20	30	2	3	0.3	9	11	14	1
110	15	15	20	2	3	0.3	7	7	10	1
111	15	15	30	2	4	0.8	7	7	10	1
111	25	15	20	1.5	2	0.5	9	7	14	2
111	15	15	30	1.5	4	0.5	9	11	11	1
111	25	15	20	1.5	3	0.5	7	7	11	2
111	25	20	30	1.5	4	0.5	12	5	11	2
111	15	10	20	1.5	2	0.5	9	7	14	2
111	25	15	40	2	3	0.8	7	5	14	2
111	25	10	30	2	4	0.5	9	7	10	2
111	25	10	30	1.5	2	0.5	9	7	10	2
111	30	20	40	2.5	2	0.3	9	5	14	2
112	25	20	40	2.5	2	0.5	9	7	11	2
112	25	10	30	2	2	0.3	7	11	14	2
