ID	Gender	Age	Bus_travel_time	Metro_travel_time	Car_travel_time	Bus_travel_cost	Metro_travel_cost	Car_travel_cost	Bus_headway_time	Metro_headway_time	Choice	Attitude1	Attitude2	Attitude3
44	1	34	25	30	18	2	2	10	9	7	2	5	3	4
44	1	34	25	20	18	2	2	9	9	7	2	5	3	4
44	1	34	25	30	12	2	3	10	9	5	2	5	3	4
44	1	34	30	30	12	2	2.5	10	12	7	3	5	3	4
44	1	34	25	40	22	2.5	2.5	10	9	7	1	5	3	4
44	1	34	25	30	22	2	2	9	12	8	3	5	3	4
44	1	34	25	40	18	2	3	12	9	7	2	5	3	4
44	1	34	30	30	18	1.5	2.5	12	9	8	2	5	3	4
44	1	34	30	40	12	1.5	2	10	12	7	1	5	3	4
45	1	26	25	20	12	2	2	12	7	5	2	3	4	1
45	1	26	30	40	12	2	2.5	12	7	7	1	3	4	1
45	1	26	35	20	18	2	3	12	9	7	2	3	4	1
45	1	26	30	40	18	2	2.5	12	9	5	2	3	4	1
45	1	26	35	20	18	2	2	10	7	7	2	3	4	1
45	1	26	30	30	18	2	2.5	12	7	7	1	3	4	1
45	1	26	25	30	12	1.5	2.5	9	9	5	3	3	4	1
45	1	26	30	30	18	2	3	12	12	8	1	3	4	1
45	1	26	30	40	12	1.5	2.5	10	12	7	2	3	4	1
45	1	26	30	20	18	1.5	3	10	12	8	3	3	4	1
46	1	19	30	20	18	1.5	2	12	7	5	2	2	3	2
46	1	19	25	20	22	2	3	10	7	7	1	2	3	2
46	1	19	35	20	22	2.5	3	9	7	7	2	2	3	2
46	1	19	30	40	18	2	2.5	10	9	7	2	2	3	2
46	1	19	25	30	12	1.5	3	12	9	7	1	2	3	2
46	1	19	35	40	18	2.5	2.5	12	12	5	2	2	3	2
46	1	19	30	40	18	2	2	10	9	5	2	2	3	2
46	1	19	30	20	18	2	2	10	7	8	1	2	3	2
46	1	19	30	30	18	1.5	2.5	10	7	7	2	2	3	2
46	1	19	25	20	18	2	2.5	10	12	8	2	2	3	2
47	1	35	35	30	18	2.5	2.5	12	9	7	2	5	5	3
47	1	35	30	40	18	2	2.5	12	12	7	2	5	5	3
47	1	35	35	30	18	2	2	10	9	7	3	5	5	3
47	1	35	30	30	18	1.5	2	10	7	7	1	5	5	3
47	1	35	30	30	18	2.5	2	10	9	8	3	5	5	3
47	1	35	25	30	18	2	2	10	12	8	2	5	5	3
47	1	35	25	30	18	2.5	2	12	7	5	2	5	5	3
47	1	35	30	40	12	2.5	2.5	10	12	7	2	5	5	3
47	1	35	35	30	18	2.5	2	10	7	5	2	5	5	3
47	1	35	25	40	22	2.5	2	10	7	5	1	5	5	3
48	1	53	30	30	22	1.5	2.5	10	7	7	3	5	2	5
48	1	53	35	20	12	2	3	12	9	7	2	5	2	5
48	1	53	35	30	18	2	2.5	10	9	7	2	5	2	5
48	1	53	30	40	18	2	2.5	9	9	5	2	5	2	5
48	1	53	30	20	22	2	2.5	9	7	8	3	5	2	5
48	1	53	30	20	18	1.5	2	10	9	5	1	5	2	5
48	1	53	35	40	18	1.5	2.5	12	7	8	3	5	2	5
48	1	53	25	30	18	1.5	2.5	10	9	7	2	5	2	5
48	1	53	35	30	18	2	3	12	12	7	3	5	2	5
48	1	53	30	30	12	1.5	2	10	9	5	1	5	2	5
49	0	45	30	40	18	2	2.5	9	12	7	3	4	5	3
49	0	45	35	20	22	2.5	2.5	10	7	8	1	4	5	3
49	0	45	30	40	22	2.5	2.5	9	9	7	3	4	5	3
49	0	45	30	20	22	2	2.5	9	7	8	2	4	5	3
49	0	45	30	30	18	2	2.5	10	12	8	3	4	5	3
49	0	45	25	20	22	2	3	12	7	5	2	4	5	3
49	0	45	30	30	12	2	2.5	10	12	7	3	4	5	3
49	0	45	25	30	22	1.5	2.5	10	9	8	1	4	5	3
49	0	45	35	40	18	2	2.5	10	12	7	2	4	5	3
49	0	45	30	40	22	1.5	2.5	9	12	7	3	4	5	3
50	1	58	35	40	18	2.5	2.5	10	7	7	3	4	4	4
50	1	58	25	20	12	2	2	10	9	7	2	4	4	4
50	1	58	35	30	12	2.5	2	10	7	5	2	4	4	4
50	1	58	30	40	18	2.5	2	10	12	5	2	4	4	4
50	1	58	35	30	18	2	2.5	12	9	7	3	4	4	4
50	1	58	30	30	12	2	2.5	12	9	7	1	4	4	4
50	1	58	25	30	18	1.5	3	10	9	7	3	4	4	4
50	1	58	30	30	18	1.5	2	10	9	7	2	4	4	4
50	1	58	35	20	22	2	2.5	9	9	7	2	4	4	4
50	1	58	30	40	12	2	2.5	10	12	7	3	4	4	4
51	0	54	35	20	12	2	2.5	10	9	7	3	4	5	4
51	0	54	25	30	22	2	3	10	7	8	3	4	5	4
51	0	54	35	20	22	2.5	2	10	12	5	3	4	5	4
51	0	54	30	30	22	2.5	2.5	10	9	7	2	4	5	4
51	0	54	30	40	22	2	2	12	9	5	3	4	5	4
51	0	54	25	20	18	2	2	10	9	5	2	4	5	4
51	0	54	30	20	18	2	2.5	12	9	7	3	4	5	4
51	0	54	30	30	22	2	3	10	12	5	2	4	5	4
51	0	54	30	30	22	2.5	3	9	9	7	3	4	5	4
51	0	54	30	20	18	1.5	2.5	12	12	7	3	4	5	4
52	1	43	30	20	18	2	2	10	9	7	3	2	3	3
52	1	43	30	30	22	2	2.5	10	9	5	1	2	3	3
52	1	43	30	20	22	2	2.5	10	9	7	2	2	3	3
52	1	43	25	40	12	2.5	2	12	12	7	2	2	3	3
52	1	43	30	40	18	2	2.5	10	7	5	3	2	3	3
52	1	43	30	20	22	2.5	2.5	9	9	5	2	2	3	3
52	1	43	25	30	12	2.5	2.5	10	7	5	2	2	3	3
52	1	43	30	40	18	2.5	3	9	7	7	1	2	3	3
52	1	43	30	30	22	1.5	2.5	9	9	5	2	2	3	3
52	1	43	30	30	12	2.5	2.5	9	9	5	1	2	3	3
53	1	21	35	40	22	1.5	2.5	12	9	5	1	1	3	3
53	1	21	35	40	18	2	2.5	10	7	8	2	1	3	3
53	1	21	35	40	22	1.5	3	12	9	8	2	1	3	3
53	1	21	25	30	12	2	2.5	10	9	7	2	1	3	3
53	1	21	25	40	18	2	2	10	9	7	3	1	3	3
53	1	21	35	30	22	1.5	2.5	10	7	5	1	1	3	3
53	1	21	30	40	18	2	3	12	9	7	2	1	3	3
53	1	21	25	40	22	2	2.5	10	9	7	1	1	3	3
53	1	21	30	30	12	2	3	10	9	7	2	1	3	3
53	1	21	35	20	22	1.5	2.5	10	9	5	1	1	3	3
54	1	57	30	30	22	2	3	12	7	8	3	2	4	5
54	1	57	35	30	18	2.5	2	10	9	5	2	2	4	5
54	1	57	30	30	22	1.5	3	12	12	7	2	2	4	5
54	1	57	30	30	22	2	2.5	12	7	7	2	2	4	5
54	1	57	35	40	18	1.5	2.5	9	12	8	3	2	4	5
54	1	57	30	40	22	2	3	10	9	5	1	2	4	5
54	1	57	25	20	18	2	2.5	10	12	7	2	2	4	5
54	1	57	30	30	22	2.5	2.5	9	7	7	2	2	4	5
54	1	57	30	40	12	2	3	12	7	7	1	2	4	5
54	1	57	35	20	18	1.5	2.5	10	9	8	3	2	4	5
55	1	53	30	30	12	2	2.5	12	9	5	2	4	5	4
55	1	53	25	30	12	2	3	10	9	8	3	4	5	4
55	1	53	35	40	12	2.5	2.5	12	9	7	3	4	5	4
55	1	53	35	40	12	2.5	2.5	10	12	8	2	4	5	4
55	1	53	35	20	12	2	2	12	12	7	2	4	5	4
55	1	53	30	40	18	2	2.5	9	9	7	3	4	5	4
55	1	53	25	30	18	1.5	2	9	12	8	3	4	5	4
55	1	53	35	40	18	2	3	12	9	7	1	4	5	4
55	1	53	25	40	18	1.5	3	9	7	7	2	4	5	4
55	1	53	30	20	18	1.5	2.5	12	12	7	3	4	5	4
56	0	48	30	30	18	2.5	2	10	9	5	3	5	3	3
56	0	48	35	40	18	2	2.5	12	7	8	1	5	3	3
56	0	48	35	40	22	2	3	12	9	7	2	5	3	3
56	0	48	35	40	18	2	3	9	9	7	3	5	3	3
56	0	48	25	30	22	2	2.5	12	7	5	3	5	3	3
56	0	48	30	20	18	1.5	2.5	9	9	5	2	5	3	3
56	0	48	30	30	22	2	2.5	12	12	7	2	5	3	3
56	0	48	25	20	18	1.5	2.5	9	12	7	2	5	3	3
56	0	48	30	30	12	2.5	2.5	10	12	8	3	5	3	3
56	0	48	30	20	22	2	2	9	12	7	2	5	3	3
57	1	47	30	30	18	1.5	2	10	9	8	3	5	5	3
57	1	47	30	20	18	1.5	2.5	12	9	7	2	5	5	3
57	1	47	30	20	18	2.5	2	9	9	5	2	5	5	3
57	1	47	30	40	18	2	2.5	9	12	5	2	5	5	3
57	1	47	25	40	18	2.5	2.5	10	12	7	3	5	5	3
57	1	47	25	30	22	2	2.5	9	9	7	1	5	5	3
57	1	47	35	30	12	2	2.5	10	9	8	3	5	5	3
57	1	47	30	40	18	2	2	9	9	7	2	5	5	3
57	1	47	30	30	18	2	2	10	9	7	2	5	5	3
57	1	47	25	30	22	2	3	9	12	5	3	5	5	3
58	0	51	30	30	12	2	3	10	9	8	3	4	4	4
58	0	51	25	30	22	2	2.5	10	9	7	1	4	4	4
58	0	51	30	20	18	2	2	12	7	8	2	4	4	4
58	0	51	35	30	22	2.5	2.5	10	9	8	2	4	4	4
58	0	51	30	30	12	2.5	2.5	12	12	7	3	4	4	4
58	0	51	25	30	22	2	3	10	12	5	2	4	4	4
58	0	51	35	30	18	2.5	2	10	7	8	3	4	4	4
58	0	51	25	40	12	2.5	2.5	10	9	8	3	4	4	4
58	0	51	35	30	18	2.5	2.5	9	12	5	3	4	4	4
58	0	51	25	30	18	2	2	9	7	5	2	4	4	4
59	0	36	30	40	18	2	3	12	12	7	3	2	5	3
59	0	36	35	30	18	2.5	3	9	9	7	3	2	5	3
59	0	36	35	40	18	2	3	9	12	7	3	2	5	3
59	0	36	30	30	12	2.5	2.5	10	12	7	2	2	5	3
59	0	36	30	20	12	2	2.5	9	9	5	3	2	5	3
59	0	36	30	30	22	1.5	3	9	9	8	3	2	5	3
59	0	36	30	30	18	1.5	2.5	10	9	7	3	2	5	3
59	0	36	30	40	18	1.5	2.5	10	7	7	2	2	5	3
59	0	36	35	30	18	2.5	3	12	12	7	2	2	5	3
59	0	36	30	30	18	2	2.5	12	7	7	1	2	5	3
60	1	35	30	30	22	1.5	3	10	9	7	3	4	3	5
60	1	35	35	30	22	2.5	2.5	10	9	5	2	4	3	5
60	1	35	30	30	18	2	2.5	10	9	7	1	4	3	5
60	1	35	30	30	18	2	2.5	10	7	7	2	4	3	5
60	1	35	30	30	18	2	3	10	9	8	3	4	3	5
60	1	35	30	40	12	1.5	2.5	10	12	5	2	4	3	5
60	1	35	30	40	18	2	2.5	10	9	7	3	4	3	5
60	1	35	35	40	22	1.5	2.5	10	9	8	2	4	3	5
60	1	35	25	30	18	2	3	12	9	8	2	4	3	5
60	1	35	30	20	18	2.5	2.5	12	7	5	1	4	3	5
61	1	47	30	30	22	2	2.5	12	9	7	2	1	5	3
61	1	47	35	30	18	2.5	2	10	9	7	2	1	5	3
61	1	47	25	30	18	2	2	10	12	7	3	1	5	3
61	1	47	35	40	18	2	2	10	9	8	2	1	5	3
61	1	47	25	20	22	2	2.5	12	12	5	2	1	5	3
61	1	47	25	30	22	2	2.5	9	12	7	3	1	5	3
61	1	47	35	30	22	2	2	10	9	8	3	1	5	3
61	1	47	30	40	22	2	2.5	10	12	5	1	1	5	3
61	1	47	30	30	12	2.5	2.5	10	9	7	2	1	5	3
61	1	47	30	20	22	2.5	2.5	10	9	7	2	1	5	3
62	0	38	30	30	22	1.5	3	12	9	8	1	4	4	4
62	0	38	35	30	22	2	2.5	10	7	8	2	4	4	4
62	0	38	30	30	12	1.5	2.5	10	7	7	3	4	4	4
62	0	38	35	30	18	2.5	2.5	10	12	5	2	4	4	4
62	0	38	25	30	22	2	2.5	12	7	8	3	4	4	4
62	0	38	30	30	18	1.5	3	9	9	7	1	4	4	4
62	0	38	30	40	18	1.5	2.5	9	9	7	3	4	4	4
62	0	38	35	40	18	2.5	2.5	9	9	7	3	4	4	4
62	0	38	30	40	22	2	3	10	9	8	3	4	4	4
62	0	38	35	40	18	2.5	2.5	12	12	5	1	4	4	4
63	1	20	25	30	18	2	3	9	9	7	3	4	5	1
63	1	20	30	30	18	2	3	12	9	8	2	4	5	1
63	1	20	25	30	12	1.5	2.5	12	12	5	2	4	5	1
63	1	20	30	40	22	1.5	2	10	12	7	2	4	5	1
63	1	20	25	30	22	2	3	9	12	7	3	4	5	1
63	1	20	30	30	18	2	2.5	10	12	5	2	4	5	1
63	1	20	25	40	18	2	3	10	9	7	3	4	5	1
63	1	20	30	40	12	2	2	10	12	7	2	4	5	1
63	1	20	30	40	22	2.5	2.5	9	7	8	1	4	5	1
63	1	20	30	40	12	2	2.5	12	7	7	1	4	5	1
64	0	23	30	20	18	2	2	9	7	7	3	3	1	4
64	0	23	30	20	12	1.5	3	10	9	7	1	3	1	4
64	0	23	35	30	18	2	2.5	10	9	7	2	3	1	4
64	0	23	30	30	22	2	2.5	12	7	8	2	3	1	4
64	0	23	35	30	18	1.5	2	10	7	5	3	3	1	4
64	0	23	30	20	22	2	2.5	10	9	7	2	3	1	4
64	0	23	35	20	22	2	3	10	9	7	3	3	1	4
64	0	23	35	30	18	1.5	2.5	12	9	8	1	3	1	4
64	0	23	35	30	18	2.5	2.5	10	9	7	3	3	1	4
64	0	23	30	30	18	2	2.5	10	9	7	1	3	1	4
65	1	55	35	20	22	2	3	12	9	7	2	4	5	5
65	1	55	30	20	18	2	3	9	9	7	2	4	5	5
65	1	55	25	30	12	2.5	3	10	9	8	3	4	5	5
65	1	55	30	30	18	2	2	10	12	5	2	4	5	5
65	1	55	30	40	18	2.5	3	10	9	7	3	4	5	5
65	1	55	30	20	12	2	2	9	7	7	3	4	5	5
65	1	55	30	30	22	1.5	3	9	12	7	3	4	5	5
65	1	55	35	40	18	2	2.5	12	9	7	2	4	5	5
65	1	55	25	40	22	1.5	2.5	12	12	5	2	4	5	5
65	1	55	25	20	18	2.5	3	10	9	8	3	4	5	5
66	0	30	30	30	18	2	2.5	10	9	7	3	4	3	4
66	0	30	30	30	22	2	2	12	9	8	1	4	3	4
66	0	30	30	20	22	2	2.5	10	9	7	2	4	3	4
66	0	30	25	20	18	1.5	2.5	10	7	8	2	4	3	4
66	0	30	30	30	22	2	2.5	9	9	5	3	4	3	4
66	0	30	30	20	12	2.5	3	10	9	7	1	4	3	4
66	0	30	25	20	22	1.5	2.5	12	9	7	2	4	3	4
66	0	30	30	30	22	2	2.5	12	9	7	2	4	3	4
66	0	30	30	20	22	2	2.5	10	7	7	2	4	3	4
66	0	30	35	30	12	2	3	10	9	7	3	4	3	4
67	0	62	35	30	18	2	2.5	10	12	7	3	5	5	5
67	0	62	35	30	18	2.5	2.5	10	7	5	2	5	5	5
67	0	62	30	20	22	2	2.5	9	12	5	3	5	5	5
67	0	62	35	30	22	1.5	3	12	12	7	2	5	5	5
67	0	62	30	30	18	2	3	12	7	7	1	5	5	5
67	0	62	30	30	18	2.5	2	10	12	7	3	5	5	5
67	0	62	35	20	12	1.5	2	10	12	7	3	5	5	5
67	0	62	25	40	12	1.5	2	9	9	8	3	5	5	5
67	0	62	35	30	18	2.5	3	12	12	7	2	5	5	5
67	0	62	25	30	18	1.5	2	12	9	7	3	5	5	5
68	0	20	30	30	12	2	2	10	9	8	3	2	1	2
68	0	20	25	30	18	2.5	2.5	12	9	5	2	2	1	2
68	0	20	30	30	12	2	2	10	7	8	2	2	1	2
68	0	20	35	20	12	2.5	2.5	9	7	7	2	2	1	2
68	0	20	30	40	18	2	2.5	10	9	7	3	2	1	2
68	0	20	35	40	18	2.5	2	10	9	7	2	2	1	2
68	0	20	35	40	12	2	2.5	10	9	7	3	2	1	2
68	0	20	25	30	22	2.5	2.5	9	9	5	2	2	1	2
68	0	20	35	20	18	1.5	2.5	10	7	7	2	2	1	2
68	0	20	35	30	18	1.5	2.5	10	7	7	1	2	1	2
69	0	45	30	20	12	2.5	3	10	7	8	3	5	5	4
69	0	45	30	40	12	2	2.5	12	12	8	3	5	5	4
69	0	45	35	40	22	2	2	12	12	7	2	5	5	4
69	0	45	25	30	12	2	2.5	10	9	8	2	5	5	4
69	0	45	35	40	12	1.5	2.5	9	9	7	3	5	5	4
69	0	45	30	30	22	2	2.5	12	7	5	1	5	5	4
69	0	45	35	30	22	2	2.5	10	7	7	3	5	5	4
69	0	45	30	40	18	2.5	3	10	12	5	2	5	5	4
69	0	45	30	30	18	1.5	2	9	9	7	2	5	5	4
69	0	45	30	30	12	2.5	2	10	9	7	3	5	5	4
70	0	39	35	40	18	2	2	9	7	7	3	4	4	3
70	0	39	25	40	12	2.5	2.5	10	12	8	1	4	4	3
70	0	39	30	40	22	1.5	2	12	12	8	2	4	4	3
70	0	39	35	40	22	2	2	10	7	7	2	4	4	3
70	0	39	30	30	18	2	2.5	12	7	7	3	4	4	3
70	0	39	35	30	18	2	2.5	12	12	8	2	4	4	3
70	0	39	35	30	18	2	2.5	10	12	5	2	4	4	3
70	0	39	30	20	18	2	2.5	10	9	8	2	4	4	3
70	0	39	35	40	12	2	2	10	12	7	2	4	4	3
70	0	39	30	40	12	2	2.5	12	9	5	1	4	4	3
71	1	57	25	40	18	2.5	2.5	12	7	8	1	5	5	4
71	1	57	30	30	12	1.5	3	10	9	8	3	5	5	4
71	1	57	25	20	22	2	2.5	10	9	7	3	5	5	4
71	1	57	30	20	18	2	2.5	12	12	8	2	5	5	4
71	1	57	30	20	22	2.5	2.5	10	9	8	3	5	5	4
71	1	57	30	20	18	2	2.5	9	9	7	3	5	5	4
71	1	57	25	30	18	2	3	9	9	5	3	5	5	4
71	1	57	30	30	22	2.5	2.5	12	9	8	2	5	5	4
71	1	57	35	20	12	2	2.5	10	12	5	2	5	5	4
71	1	57	30	40	12	2	2.5	12	9	5	1	5	5	4
72	1	57	30	30	22	2.5	2.5	12	12	8	3	4	3	4
72	1	57	35	30	22	2.5	2	10	12	8	2	4	3	4
72	1	57	35	30	18	2	2	10	12	7	2	4	3	4
72	1	57	30	40	18	1.5	2.5	10	9	8	2	4	3	4
72	1	57	30	40	18	1.5	2	10	12	7	3	4	3	4
72	1	57	35	20	18	2.5	2.5	12	9	7	1	4	3	4
72	1	57	30	20	22	2.5	3	12	9	5	2	4	3	4
72	1	57	30	30	12	2	2.5	10	9	5	2	4	3	4
72	1	57	25	30	18	2.5	2.5	10	9	7	3	4	3	4
72	1	57	30	30	22	2	2.5	12	7	8	1	4	3	4
73	0	29	30	40	12	2	3	12	7	7	1	4	4	5
73	0	29	30	20	18	2	2.5	12	9	8	1	4	4	5
73	0	29	30	20	18	2	3	10	7	8	3	4	4	5
73	0	29	25	40	12	2	3	10	7	7	2	4	4	5
73	0	29	30	20	22	2.5	2.5	10	9	7	3	4	4	5
73	0	29	30	20	12	1.5	2	9	12	8	3	4	4	5
73	0	29	30	30	12	2	2.5	10	7	7	3	4	4	5
73	0	29	30	40	18	2	2	12	12	7	1	4	4	5
73	0	29	25	30	18	2.5	2	9	7	8	2	4	4	5
73	0	29	30	40	18	2	2	9	7	8	3	4	4	5
74	0	40	35	30	22	2	2.5	10	12	7	3	4	4	5
74	0	40	30	30	12	1.5	2	9	9	8	3	4	4	5
74	0	40	35	20	22	2	3	10	9	7	3	4	4	5
74	0	40	35	40	22	2	2	9	9	7	2	4	4	5
74	0	40	30	30	12	2	2	9	9	7	3	4	4	5
74	0	40	30	40	22	1.5	2	10	12	8	1	4	4	5
74	0	40	35	40	22	2.5	2.5	9	12	5	3	4	4	5
74	0	40	25	30	18	1.5	2.5	10	9	5	2	4	4	5
74	0	40	35	30	18	1.5	2	10	7	7	2	4	4	5
74	0	40	30	40	22	2	2.5	9	9	5	1	4	4	5
75	0	48	35	30	22	1.5	2.5	10	9	8	3	4	5	4
75	0	48	30	40	18	2	2.5	10	7	7	3	4	5	4
75	0	48	30	20	22	1.5	2	12	12	7	2	4	5	4
75	0	48	30	30	22	2	2.5	10	7	5	2	4	5	4
75	0	48	25	40	18	2	2.5	10	7	7	3	4	5	4
75	0	48	30	20	22	2	2.5	10	9	5	2	4	5	4
75	0	48	30	20	22	2	2	9	9	7	3	4	5	4
75	0	48	25	30	12	2.5	3	9	12	7	2	4	5	4
75	0	48	25	40	22	2	3	12	9	7	2	4	5	4
75	0	48	35	40	18	1.5	2.5	10	9	8	3	4	5	4
76	1	35	25	30	18	1.5	2.5	10	9	7	3	2	3	3
76	1	35	25	30	18	2	2.5	10	12	7	1	2	3	3
76	1	35	30	30	18	2	2.5	10	12	7	2	2	3	3
76	1	35	30	30	18	2	2	10	9	8	2	2	3	3
76	1	35	30	30	22	2.5	3	10	7	5	1	2	3	3
76	1	35	30	20	12	2.5	2.5	9	9	7	2	2	3	3
76	1	35	30	30	22	2	2.5	10	9	7	2	2	3	3
76	1	35	35	30	22	2	2.5	9	9	8	2	2	3	3
76	1	35	30	40	18	1.5	2.5	10	7	8	3	2	3	3
76	1	35	30	30	12	2.5	3	12	9	5	1	2	3	3
77	1	24	25	30	18	1.5	2.5	10	12	8	2	2	3	3
77	1	24	25	30	12	1.5	2.5	10	9	7	2	2	3	3
77	1	24	30	30	12	1.5	2.5	12	9	7	2	2	3	3
77	1	24	30	30	22	2	2.5	12	9	7	2	2	3	3
77	1	24	30	30	18	2.5	2.5	10	9	5	3	2	3	3
77	1	24	35	30	22	2	3	10	9	8	2	2	3	3
77	1	24	30	30	18	2	2.5	12	7	7	3	2	3	3
77	1	24	35	20	22	1.5	2.5	10	9	8	1	2	3	3
77	1	24	25	30	18	1.5	2	10	9	7	2	2	3	3
77	1	24	35	20	12	1.5	2	10	12	5	2	2	3	3
78	0	25	25	30	18	1.5	2.5	12	7	5	2	5	3	4
78	0	25	30	30	22	1.5	2	12	9	5	2	5	3	4
78	0	25	25	30	18	1.5	2	12	9	5	2	5	3	4
78	0	25	35	30	18	2	2.5	12	12	7	2	5	3	4
78	0	25	35	30	18	2.5	2.5	10	7	7	3	5	3	4
78	0	25	30	40	22	2	3	12	12	8	1	5	3	4
78	0	25	25	20	12	1.5	3	10	12	8	3	5	3	4
78	0	25	25	30	22	2	2.5	10	9	7	2	5	3	4
78	0	25	30	30	18	2.5	2.5	12	9	7	2	5	3	4
78	0	25	35	30	18	2	2	10	9	7	3	5	3	4
79	1	36	30	30	22	2	2	12	9	5	2	2	5	4
79	1	36	35	20	18	2.5	2	9	12	7	2	2	5	4
79	1	36	30	20	18	1.5	2	12	9	7	2	2	5	4
79	1	36	25	30	12	2	3	12	9	8	1	2	5	4
79	1	36	25	30	18	1.5	2.5	9	12	7	3	2	5	4
79	1	36	25	40	18	2	2.5	10	12	8	3	2	5	4
79	1	36	35	30	12	2	3	10	12	5	3	2	5	4
79	1	36	35	20	18	2	2.5	10	12	5	2	2	5	4
79	1	36	30	20	12	2	2.5	9	12	7	2	2	5	4
79	1	36	30	20	12	2	2.5	10	9	7	2	2	5	4
80	0	46	30	30	12	1.5	3	10	9	8	3	5	3	5
80	0	46	25	20	18	2	2.5	9	12	7	2	5	3	5
80	0	46	30	30	18	2	3	9	9	8	3	5	3	5
80	0	46	35	20	12	2	3	10	12	8	2	5	3	5
80	0	46	30	30	18	1.5	2.5	10	9	7	3	5	3	5
80	0	46	25	20	12	2	2	12	7	7	1	5	3	5
80	0	46	30	40	18	1.5	2	12	12	8	3	5	3	5
80	0	46	25	30	18	1.5	2.5	9	12	8	3	5	3	5
80	0	46	30	30	22	2.5	2.5	12	9	7	2	5	3	5
80	0	46	30	40	12	1.5	2.5	12	9	5	1	5	3	5
81	0	61	35	30	12	2.5	2	12	12	8	3	5	5	5
81	0	61	35	20	12	1.5	2.5	10	9	8	3	5	5	5
81	0	61	30	30	18	2.5	2.5	10	9	8	3	5	5	5
81	0	61	30	40	18	1.5	2	9	9	7	2	5	5	5
81	0	61	30	20	18	2	2.5	12	9	5	3	5	5	5
81	0	61	30	40	12	2	2.5	10	9	5	3	5	5	5
81	0	61	25	30	18	2	2	10	7	7	3	5	5	5
81	0	61	25	40	18	2	3	10	7	5	1	5	5	5
81	0	61	30	20	18	2	2	10	9	7	2	5	5	5
81	0	61	25	40	12	2	2.5	10	9	7	3	5	5	5
82	1	37	30	40	22	2.5	3	9	9	5	3	4	3	3
82	1	37	30	40	18	2	2.5	9	9	7	1	4	3	3
82	1	37	30	30	12	2.5	2.5	10	12	7	2	4	3	3
82	1	37	25	40	18	2	3	12	9	7	2	4	3	3
82	1	37	30	20	18	2	3	9	9	8	3	4	3	3
82	1	37	35	30	18	2	2.5	9	7	7	1	4	3	3
82	1	37	35	30	22	1.5	3	10	7	8	1	4	3	3
82	1	37	30	40	12	2	2.5	9	12	7	2	4	3	3
82	1	37	30	30	18	2.5	2	10	9	7	2	4	3	3
82	1	37	30	20	22	2	2.5	10	9	7	2	4	3	3
83	0	59	25	40	22	2	2.5	12	7	5	2	4	5	4
83	0	59	30	30	18	2	3	10	12	8	3	4	5	4
83	0	59	30	40	22	2	2	12	9	7	3	4	5	4
83	0	59	35	30	22	1.5	3	12	9	8	2	4	5	4
83	0	59	30	30	12	2	2	9	9	7	3	4	5	4
83	0	59	35	30	18	2.5	3	12	9	7	3	4	5	4
83	0	59	30	40	12	1.5	2	12	9	5	3	4	5	4
83	0	59	30	30	18	2	2	12	9	5	2	4	5	4
83	0	59	30	20	22	2	3	9	12	7	3	4	5	4
83	0	59	30	30	22	2	2.5	9	9	7	3	4	5	4
84	1	47	30	30	12	1.5	2.5	12	12	5	3	4	3	3
84	1	47	30	20	18	2	2.5	12	12	5	2	4	3	3
84	1	47	35	20	12	2	2.5	10	9	7	2	4	3	3
84	1	47	30	30	18	1.5	2.5	9	9	8	2	4	3	3
84	1	47	35	20	12	2	2.5	9	7	7	3	4	3	3
84	1	47	30	30	18	1.5	2.5	10	9	7	1	4	3	3
84	1	47	25	40	12	2	2	9	7	8	3	4	3	3
84	1	47	35	20	22	2	2.5	9	9	8	2	4	3	3
84	1	47	35	30	22	2.5	3	10	9	7	2	4	3	3
84	1	47	30	30	18	2.5	2	10	9	7	2	4	3	3
85	1	64	30	20	18	1.5	3	12	12	8	2	3	5	5
85	1	64	30	30	12	2	3	10	9	7	2	3	5	5
85	1	64	30	30	12	2.5	2.5	9	9	7	3	3	5	5
85	1	64	30	30	12	2	2.5	10	7	5	2	3	5	5
85	1	64	30	30	12	2	2	12	9	7	2	3	5	5
85	1	64	30	30	18	1.5	2.5	12	12	7	2	3	5	5
85	1	64	25	30	12	2	2	12	7	7	3	3	5	5
85	1	64	35	20	12	1.5	3	12	7	7	1	3	5	5
85	1	64	35	40	18	2.5	3	9	9	7	2	3	5	5
85	1	64	30	40	12	1.5	3	12	9	8	1	3	5	5
86	1	39	35	20	22	2.5	2.5	12	9	8	2	1	3	4
86	1	39	25	30	18	1.5	2.5	12	7	7	1	1	3	4
86	1	39	30	40	22	2	2.5	9	12	7	3	1	3	4
86	1	39	30	30	18	1.5	3	10	9	8	1	1	3	4
86	1	39	25	30	18	1.5	2.5	10	7	7	3	1	3	4
86	1	39	35	30	12	2.5	3	10	7	5	1	1	3	4
86	1	39	35	20	18	2	3	12	7	5	2	1	3	4
86	1	39	30	20	12	2	2.5	12	9	7	2	1	3	4
86	1	39	30	30	12	2.5	3	12	12	7	2	1	3	4
86	1	39	30	30	18	2.5	2.5	10	12	5	2	1	3	4
87	1	27	35	20	18	1.5	2	9	9	5	2	3	5	4
87	1	27	25	30	18	1.5	2	10	9	5	2	3	5	4
87	1	27	35	40	22	2	2	10	9	7	3	3	5	4
87	1	27	25	20	18	2	2.5	12	9	5	2	3	5	4
87	1	27	35	30	18	2	2	12	7	8	1	3	5	4
